dow,vix,ford,oil,gold,corn,steel
16569.98,14.23,17.17,98.08,18.7,350.5,35.54
16553.93,15.77,17.09,97.65,18.69,351.25,35.4
16368.27,16.66,16.82,97.34,18.49,355.75,34.77
16443.34,16.37,16.98,96.92,18.36,355.5,34.78
16429.47,16.87,16.87,97.38,18.03,353,34.84
16569.28,15.12,17.02,98.29,18.05,351.5,34
16493.37,17.03,16.81,97.88,18.21,351.5,33.44
16563.3,16.95,17.02,98.17,18.08,356.75,33.49
16880.36,13.33,17.46,100.27,18.47,357.75,33.03
16912.11,13.28,17.57,100.97,18.59,358.5,27.67
16982.59,12.56,17.64,101.67,18.69,363,27.84
16960.57,12.69,17.62,102.09,18.68,357,27.72
17083.8,11.84,17.84,102.07,18.3,356.5,27.48
17086.63,11.52,17.78,103.12,18.74,357.5,27.78
17113.54,12.24,17.82,104.42,18.84,360,27.46
17051.73,12.81,17.7,104.59,19.1,363,27.11
17100.18,12.06,17.72,103.13,19.19,370.75,27.38
16976.81,14.54,17.74,103.19,19.18,374.5,26.6
17138.2,11,17.8,101.2,18.89,373.75,26.84
17060.68,11.96,17.54,99.96,18.33,371,25.97
17055.42,11.82,17.55,100.91,18.88,390,26.16
16943.81,12.08,17.47,100.83,19.29,394,27.64
16915.07,12.59,17.3,102.93,18.59,399.25,26.78
16985.61,11.65,17.43,102.29,18.9,400.75,27.1
16906.62,11.98,17.11,103.4,18.69,407.25,27.14
17024.21,11.33,17.32,103.53,18.31,405.5,27.09
16976.24,10.82,17.22,104.48,18.34,416.25,26.94
16956.07,11.15,17.21,105.34,18.19,416,26
16826.6,11.57,17.24,105.37,18.3,422.5,26.04
16851.84,11.26,17.28,105.74,18.02,440,26.02
16846.13,11.63,17.2,105.84,18.01,440.75,26.1
16867.51,11.59,17.2,106.5,17.77,440,25.85
16818.13,12.13,16.97,106.03,17.74,439.5,25.65
16937.26,10.98,16.88,106.17,18.2,444,25.48
16947.08,10.85,16.67,107.26,17.82,446.25,25.42
16921.46,10.62,16.78,106.43,18.01,441,25.41
16906.62,10.61,16.83,105.97,17.4,438.5,25.34
16808.49,12.06,16.79,106.36,17.07,435.5,24.69
16781.01,12.65,16.63,106.9,16.94,440.25,24.04
16775.74,12.18,16.56,106.91,16.99,443.75,23.95
16734.19,12.56,16.52,106.53,16.75,439.5,23.55
16843.88,11.6,16.9,104.4,16.44,439.25,24.49
16945.92,10.99,17.01,104.35,16.26,444.75,23.85
16943.1,11.15,17,104.41,15.98,445.5,24.08
16924.28,10.73,17.08,102.66,16.05,447,24.09
16836.11,11.68,16.68,102.48,16.09,448.5,23.79
16737.53,12.08,16.79,102.64,15.92,454.25,23.46
16722.34,11.87,16.55,102.66,15.97,456,22.73
16743.63,11.58,16.44,102.47,15.9,460.25,22.75
16717.17,11.4,16.44,102.71,16.11,465,23.04
16698.74,11.57,16.54,103.58,15.77,467.25,24.15
16633.18,11.68,16.31,102.72,15.69,466.5,23.67
16675.5,11.51,16.16,104.11,15.94,469.25,24.28
16606.27,11.36,16.02,104.35,16.52,475.5,24.08
16543.08,12.03,15.91,103.74,16.59,472.5,23.85
16533.06,11.91,15.91,104.07,16.78,472.5,23.86
16374.31,12.96,15.77,102.44,16.66,473,23.98
16511.86,12.42,15.92,102.61,16.56,476.25,25.09
16491.31,12.44,15.76,102.02,16.62,480.25,25.13
16446.81,13.17,15.69,101.5,16.85,481.75,25.25
16613.97,12.17,15.75,102.37,17.4,494.75,25.46
16715.44,12.13,15.86,101.7,17.25,497,25.93
16695.47,12.23,15.84,100.59,17.36,495.75,25.89
16583.34,12.92,15.77,99.99,17.23,503,25
16550.97,13.43,15.81,100.26,17.17,505,25.43
16518.54,13.4,15.46,100.77,17.28,507,25.26
16401.02,13.8,15.56,99.5,17.45,497.75,25.45
16530.55,13.29,15.74,99.48,17.47,493.25,25.71
16512.89,12.91,15.9,99.76,17.4,492,26.34
16558.87,13.25,15.91,99.42,17.11,501,26.01
16580.84,13.41,16.15,99.74,17.47,509,26.02
16535.37,13.71,16.12,101.28,17.67,508.25,26.34
16448.74,13.97,15.97,100.84,17.33,505.25,25.73
16361.46,14.06,15.78,100.6,17.89,500.75,26.51
16501.65,13.32,16.32,101.94,17.47,499.5,27.47
16501.65,13.27,16.23,101.44,17.81,494.5,27.18
16514.37,13.19,16.1,102.13,17.55,487.25,26.85
16449.25,13.25,15.98,104.37,17.28,485.5,26.62
16408.54,13.36,16,104.3,17.98,493,27.04
16424.85,14.18,16.07,103.76,18.32,495.25,26.91
16262.56,15.61,15.84,103.75,18.54,497.5,27.1
16173.24,16.11,15.7,104.05,18.83,497.5,27.13
16026.75,17.03,15.63,103.74,18.62,497.5,26.87
16170.22,15.89,15.63,103.4,18.79,494,27.61
16437.18,13.82,15.84,103.6,18.93,500,28.64
16256.14,14.89,16.1,102.56,18.79,496.25,27.89
16245.87,15.57,15.94,100.44,18.35,494.5,27.17
16412.71,13.96,16.13,101.14,18.48,492.75,27.76
16572.55,13.37,16.39,100.29,18.35,494,28.22
16573,13.09,16.46,99.62,18.62,490.5,27.61
16532.61,13.1,16.32,99.74,17.89,501.25,27.68
16457.66,13.88,15.6,101.58,17.83,475.5,27.61
16323.06,14.41,15.45,101.67,18.3,489,27.17
16264.23,14.62,15.25,101.28,18.08,482,26.98
16268.99,14.93,15.25,100.26,17.88,482.5,27.28
16367.88,14.02,15.33,99.19,18.52,485,27.74
16276.69,15.09,15.39,99.6,18.53,478.5,27.33
16302.77,15,15.47,99.46,19.4,476,27.09
16331.05,14.52,15.55,99.43,19.42,478,26.16
16222.17,15.12,15.48,100.37,19.39,482.25,25.63
16336.19,14.52,15.49,99.7,20.22,477,25.5
16247.22,15.64,15.28,98.08,20.45,476.5,24.19
16065.67,17.82,15.08,98.89,20.91,472.25,24.05
16108.89,16.22,15.18,98.2,20.79,477.5,24.4
16340.08,14.47,15.4,97.99,20.34,472,24.86
16351.25,14.8,15.3,100.03,19.82,468.25,24.78
16418.68,14.2,15.51,101.12,19.75,470.25,24.5
16452.72,14.11,15.62,102.58,19.91,478,24.84
16421.89,14.21,15.67,101.56,20.35,473.75,25.08
16360.18,13.89,15.63,101.45,20.38,472.25,24.44
16395.88,14.1,15.37,103.33,20.36,458,24.37
16168.03,16,15.2,104.92,20.5,457.25,24.06
16321.71,14,15.39,102.59,20.38,447.75,24.22
16272.65,14.04,15.39,102.4,20.7,447,24.55
16198.41,14.35,15.26,102.59,20.79,453.75,24.22
16179.66,13.67,15.15,101.83,21.08,448.25,23.7
16207.14,14.23,15.18,102.82,21.23,445.5,24.16
16103.3,14.68,15.16,102.2,20.95,450.25,25
16133.23,14.79,15.27,102.92,20.98,451,25.11
16040.56,15.5,15.25,103.31,19.77,448.25,24.86
16130.4,13.87,15.39,102.43,20.36,444.5,26.74
16154.39,13.57,15.24,100.3,20.34,438,27.23
16027.59,14.14,15.08,100.35,20.09,439,26.57
15963.94,14.3,15,100.37,18.97,439.25,26.11
15994.77,14.51,14.96,99.94,19.57,437.25,26.13
15801.79,15.26,14.84,100.06,19.28,440,25.59
15794.08,15.29,14.97,99.88,18.89,440.5,25.59
15628.53,17.23,14.85,97.84,18.5,441.25,25.52
15440.23,19.95,14.73,97.38,18.56,439,24.82
15445.24,19.11,14.87,97.19,19.15,434.5,25.18
15372.8,21.44,14.55,96.43,19.3,433.25,25.06
15698.85,18.41,14.96,97.49,19.28,431.25,26.11
15848.61,17.29,15.25,98.23,19.22,427.25,26.23
15738.79,17.35,15.26,97.36,19.52,427,25.65
15928.56,15.8,15.72,97.41,18.8,430.75,25.34
15837.88,17.42,15.71,95.72,18.53,427,25.45
15879.11,18.14,15.83,96.64,19.03,425.5,25.28
16197.35,13.77,16.43,97.32,19.31,425.75,26.34
16373.34,12.84,16.55,96.73,18.8,424.5,26.54
16414.44,12.87,16.41,94.99,19.25,421,26.68
16458.56,12.44,16.52,94.37,18.77,422.25,27.42
16417.01,12.53,16.73,93.96,18.21,425,28.33
16481.94,12.28,16.7,94.17,18.04,425.5,28.73
16373.86,12.28,16.4,92.59,17.8,427.25,29.18
16257.94,13.28,16.11,91.8,18.17,430.5,27.93
16437.05,12.14,16.07,92.72,18.18,406.25,28.56
16444.76,12.89,15.84,91.66,17.74,408,28.3
16462.74,12.87,15.54,92.33,17.96,414.75,29.6
16530.94,12.92,15.38,93.67,18.27,425.25,29.44
16425.1,13.55,15.58,93.43,18.35,423.5,29.57
16469.99,13.76,15.51,93.96,18.15,417,29.9
16441.35,14.23,15.44,95.44,18.31,418.5,30.28
16576.66,13.72,15.43,98.42,17.63,421.25,29.5
16504.29,13.56,15.28,99.29,17.11,423,29.52
16478.41,12.46,15.3,100.32,17.46,426,30.09
16479.88,12.33,15.33,99.55,17.29,426,29.43
16294.61,13.04,15.15,98.91,16.67,431.75,29.05
16221.14,13.79,15.42,99.32,16.58,427.5,27.95
16179.08,14.15,15.3,98.77,16.58,424.25,28.64
16167.97,13.8,15.65,97.8,16.91,423,27.22
15875.26,16.21,16.7,97.22,17.2,422,27.15
15884.57,16.03,16.86,97.48,17.05,420.5,27.11
15755.36,15.76,16.59,96.6,16.74,420.5,27.31
15739.43,15.54,16.39,97.5,16.46,424.25,26.51
15843.53,15.42,16.41,97.44,16.38,426,26.27
15973.13,13.91,16.53,98.51,16.87,421.75,27.08
16025.53,13.49,16.56,97.34,16,422.75,26.82
16020.2,13.79,16.7,97.65,15.4,419.5,26.33
15821.51,15.08,16.74,97.38,15.43,420.5,26.95
15889.77,14.7,16.62,97.2,15.68,418,27.06
15914.62,14.55,16.56,96.04,15.51,415,26.69
16008.77,14.23,17.06,93.82,15.54,410,26.16
16086.41,13.7,17.08,92.3,16.49,416.25,26.81
16097.33,12.98,17.03,93.68,16.36,415.75,26.84
16072.8,12.81,16.87,94.09,16.21,422.25,26.54
16072.54,12.79,16.94,94.84,16.39,420.5,26.51
16064.77,12.26,17.01,95.44,16.38,416.75,26.36
16009.99,12.66,17.09,93.33,16.85,415,27.15
15900.82,13.4,16.92,93.34,17.18,410.75,27.26
15967.03,13.39,16.87,93.03,17.83,411.5,27.37
15976.02,13.1,16.98,93.84,17.67,421.5,27.51
15961.7,12.19,17.07,93.76,18.07,425.5,28
15876.22,12.37,17.09,93.88,18.11,428.75,27.6
15821.63,12.52,17.1,93.04,18.1,430.25,27.6
15750.67,12.82,16.72,95.14,18.03,427.25,27.02
15783.1,12.53,16.89,94.6,18.19,415.5,27.2
15761.78,12.9,16.85,94.2,18.22,420,27.59
15593.98,13.91,16.55,94.8,18.18,420.75,26.37
15746.88,12.67,16.91,93.37,18.34,424,26.81
15618.22,13.27,17.09,94.62,18.28,425.25,27.3
15639.12,12.93,17,94.61,18.31,425.75,26.91
15615.55,13.28,16.89,96.38,18.01,427,25.78
15545.75,13.75,17.11,96.77,19.39,429.5,24.89
15618.76,13.65,17.34,98.2,20.5,428.25,24.72
15568.93,13.31,17.57,98.68,20.25,430.25,23.42
15570.28,13.09,17.6,97.85,20.14,439.5,23.49
15509.21,13.2,17.76,97.11,20.07,438.5,23.72
15413.33,13.42,17.52,96.86,19.39,437.5,22.95
15467.66,13.33,17.6,97.8,19.88,437.5,23.49
15392.2,13.16,17.5,99.22,18.95,438,24.01
15399.65,13.04,17.53,100.81,18.52,440.75,23.98
15371.65,13.48,17.46,100.67,18.5,441.5,23.66
15373.83,14.71,17.29,102.29,17.62,439,23.28
15168.01,18.66,16.97,101.21,17.78,436,23.52
15301.26,16.07,17.18,102.41,17.26,432,22.34
15237.11,15.72,17.11,102.02,17.23,432.5,21.97
15126.07,16.48,16.93,103.01,17.84,436.5,21.9
14802.98,19.6,16.62,101.61,17.67,440.5,21.17
14776.53,20.34,16.5,103.49,17.66,439.75,20.94
14936.24,19.41,16.81,103.03,18.28,441.5,21.49
15072.58,16.74,17.09,103.84,18.03,438.75,21.5
14996.48,17.67,16.95,103.31,18.1,438,21.3
15133.14,16.6,17.21,104.1,18.41,435,21.63
15191.7,15.54,17.19,102.04,18.03,435.25,21.01
15129.67,16.6,16.87,102.33,18.62,440.75,20.59
15258.24,15.46,17.05,102.87,18.53,453,20.44
15328.3,14.06,17.27,103.03,18.53,451,21.1
15273.26,14.01,17.19,102.66,18.67,448.25,21.06
15334.59,14.08,17.26,103.13,18.56,448,20.77
15401.38,14.31,17.2,103.59,18.35,448.25,20.55
15451.09,13.12,17.39,104.68,18.61,450.5,20.52
15636.55,13.16,17.66,106.39,19.44,455.5,21.17
15676.94,13.59,17.63,108.07,20.11,452,21.05
15529.73,14.53,17.44,105.42,18.33,453.25,20.51
15494.78,14.38,17.35,106.59,18.14,454,19.99
15376.06,14.16,17.35,108.21,17.72,450,19.87
15300.64,14.29,17.39,108.6,17.61,466.25,20.18
15326.6,13.82,17.54,107.56,18.64,473,20.46
15191.06,14.53,17.55,107.39,18.44,472.25,20.02
15063.12,15.63,17.31,109.52,19.2,475.5,19.53
14922.5,15.85,17,110.53,19.08,484.25,18.87
14937.48,15.77,17.3,108.37,18.91,483.5,18.72
14930.87,15.88,16.91,107.23,19.41,487.5,18.37
14833.96,16.61,16.34,108.54,19.51,486,18.2
14810.31,17.01,16.19,107.65,19.15,487.75,17.9
14840.95,16.81,16.5,108.8,19.69,496,17.85
14824.51,16.49,16.02,110.1,19.33,495.5,17.95
14776.13,16.77,15.88,109.01,19.72,498.75,18.05
14946.46,14.99,16.41,105.92,20.43,500.75,18.69
15010.51,13.98,16.45,106.42,20.07,487,18.67
14963.74,14.76,16.41,105.03,19.56,486.5,18.35
14897.55,15.94,16.25,103.85,19.07,482,17.85
15002.99,14.91,16.31,104.97,19.77,482.5,18.13
15010.74,15.1,16.12,107.1,19.23,478.25,17.99
15081.47,14.37,16.3,107.46,19.33,468.5,18.82
15112.19,14.73,16.43,107.33,19.81,464.25,18.89
15337.66,13.04,16.89,106.85,18.73,455,19.03
15451.01,12.31,17.06,106.83,17.8,453.75,18.75
15419.68,12.81,17.07,106.11,18.21,457,19.2
15425.51,13.41,17.02,105.97,17.42,464,18.85
15498.32,12.73,16.98,103.4,17.1,468,18.09
15470.67,12.98,16.77,104.37,15.55,467.25,17.19
15518.74,12.72,17.03,105.3,15.65,465.5,17.17
15612.13,11.84,17.19,106.56,16.39,465.5,17.54
15658.36,11.98,17.5,106.94,16.68,475.25,17.44
15628.02,12.94,17.19,107.89,16.81,486.5,17.35
15499.54,13.45,16.88,105.03,16.97,493,17.35
15520.59,13.39,17.08,103.08,17.2,489.5,17.71
15521.97,13.39,17.08,104.55,17.55,488.25,18.98
15558.83,12.72,17.02,104.7,17.82,490.75,18.94
15555.61,12.97,16.96,105.49,17.51,492.25,18.77
15542.24,13.18,17.37,105.39,17.17,507.75,18.68
15567.74,12.66,16.94,107.23,18.1,521.5,19.08
15545.55,12.29,17.04,106.91,17.56,536.25,18.28
15543.74,12.54,16.76,108.05,16.54,536.75,18.06
15548.54,13.77,16.93,108.04,15.74,532,18.44
15470.52,13.78,16.78,106.48,15.7,537.75,17.87
15451.85,14.42,16.6,106,16.02,539,17.74
15484.26,13.79,17.12,106.32,15.06,534.5,17.94
15464.3,13.84,17.11,105.95,14.94,700.5,17.95
15460.92,14.01,16.98,104.91,15.22,709,18.56
15291.66,14.21,16.72,106.52,14,703.25,18.22
15300.34,14.35,16.84,103.53,13.91,692,18.58
15224.69,14.78,16.81,103.14,13.79,684,18.59
15135.84,14.89,16.7,103.22,13.76,677.75,18.36
14932.41,16.44,16.18,99.6,14.51,651,19.25
14974.96,16.37,15.74,97.99,15.25,653.5,17.77
14909.6,16.86,15.47,96.56,15.74,652.25,17.53
15024.49,16.86,15.65,97.05,14.87,660.5,18.06
14910.14,17.21,15.29,95.5,14.78,658.5,17.46
14760.31,18.47,14.97,95.32,16.11,652,17.05
14659.56,20.11,14.67,95.18,16.57,650.5,16.44
14799.4,18.9,15,93.69,16.89,660.25,17.1
14758.32,20.49,14.82,95.4,16.6,667.5,17.36
15112.19,16.64,15.32,98.24,18.01,665.25,17.7
15318.23,16.61,15.65,98.44,18.9,662.5,17.86
15179.85,16.8,15.55,97.77,19.42,651.5,17.48
15070.18,17.15,15.37,97.85,19.5,643.75,17.89
15176.08,16.41,15.58,96.69,19.81,640.5,18.15
14995.23,18.59,15.37,95.88,19.77,646.25,17.2
15122.02,17.07,15.51,95.38,19.65,647.25,17.14
15238.59,15.44,15.71,95.77,20.4,648.5,17.24
15248.12,15.14,15.73,96.03,20.25,659.5,17.35
15040.62,16.63,15.44,94.76,21.13,655.5,17.46
14960.59,17.5,15.25,93.74,21,658.5,17.37
15177.54,16.27,15.78,93.31,20.87,648,17.64
15254.03,16.28,15.89,93.45,21.4,643.75,17.73
15115.57,16.3,15.68,91.97,21.12,652.25,17.69
15324.53,14.53,15.9,93.61,21.29,649.5,18.25
15302.8,14.83,15.63,93.13,19.82,651.5,18.05
15409.39,14.48,15.28,95.01,19.15,655,18.47
15303.1,13.99,14.79,94.15,19.16,655.5,18.42
15294.5,14.07,14.81,94.25,19.55,653,18.5
15307.17,13.82,14.97,94.28,19.5,637.75,18.83
15387.58,13.37,14.95,96.16,19.37,632.5,19.11
15335.28,13.02,15.05,96.71,19.93,642.75,18.93
15354.4,12.45,15.08,96.02,18.58,638.25,18.32
15233.22,13.07,14.64,95.16,19.26,640.25,17.87
15275.69,12.81,14.67,94.3,19.44,645,18.07
15215.25,12.77,14.27,94.21,20.5,704.25,18.5
15091.68,12.55,14.01,95.17,20.3,694,18.56
15118.49,12.59,14.11,96.04,20.88,672,19.23
15082.62,13.13,14.2,96.39,20.91,672.25,18.97
15105.12,12.66,14.21,96.62,21.41,669,19.26
15056.2,12.83,14.19,95.62,19.74,674.75,18.23
14968.89,12.66,14.09,96.16,20.35,675.5,18.11
14973.96,12.85,13.83,95.61,20,695,18.14
14831.58,13.59,13.41,93.99,19.54,679.25,17.06
14700.95,14.49,13.38,91.03,19.21,671,17.3
14839.8,13.52,13.71,93.46,19.71,675.25,17.8
14818.75,13.71,13.66,94.5,19.26,649,17.54
14712.55,13.61,13.67,93,18.55,638.5,17.36
14700.8,13.62,13.47,93.64,19.06,638.5,17.62
14676.3,13.61,13.33,91.43,18.91,636,17.06
14719.46,13.48,13.36,89.18,17.59,638,16.18
14567.17,14.39,13.06,88.76,18.01,640.5,16.28
14547.51,14.97,12.93,88.01,18.17,642.75,16.39
14537.14,17.56,12.75,87.73,17.98,643,16.44
14618.59,16.51,12.93,86.68,17.65,656.5,16.26
14756.78,13.96,13.12,88.72,18.86,641,16.62
14599.2,17.27,12.95,88.71,19.78,644.5,16.63
14865.06,12.06,13.53,91.29,22.62,651.25,17.45
14865.14,12.24,13.55,93.51,24.73,647,17.55
14802.24,12.36,13.12,94.64,24.46,634.25,17.83
14673.46,12.84,12.8,94.2,26.69,634,17.99
14613.48,13.19,12.78,93.36,26.33,627.5,17.23
14565.25,13.92,12.44,92.7,26.69,626.5,17.28
14606.11,13.89,12.65,93.26,27.01,627,17.55
14550.35,14.21,12.68,94.45,26.7,635.75,17.44
14662.01,12.78,13.01,97.19,28.29,634,17.65
14572.85,13.58,12.9,97.07,29.02,636.5,18.72
14578.54,12.7,13.15,97.23,29.4,695.25,19.5
14526.16,13.15,13.22,96.58,29.37,727.75,19.82
14559.65,12.77,13.31,96.34,28.82,725.5,19.96
14447.75,13.74,13.29,94.81,29.01,721.5,19.73
14512.03,13.57,13.26,93.71,29.38,720,19.81
14421.49,13.99,13.26,92.45,29.61,726.5,19.7
14511.73,12.67,13.36,92.96,28.81,724.5,19.45
14455.82,14.39,13.16,92.16,28.84,718.5,19.64
14452.06,13.36,13.26,93.74,28.87,710,20.11
14514.11,11.3,13.45,93.45,28.62,712.25,20.21
14539.14,11.3,13.43,93.03,28.59,730,19.82
14455.28,11.83,13.4,92.52,28.56,730,20.04
14450.06,12.27,13.39,92.54,29.18,730,20.69
14447.29,11.56,13.34,92.06,28.88,725.5,20.74
14397.07,12.59,12.98,91.95,28.91,711.5,20.93
14329.49,13.06,12.83,91.56,29.05,704,20.67
14296.24,13.53,12.89,90.43,29.69,707.5,20.76
14253.77,13.48,12.87,90.82,28.52,722.75,19.99
14127.82,14.01,12.75,90.12,28.65,715.25,20.03
14089.66,15.36,12.61,90.68,29.4,716,20.31
14054.49,15.51,12.61,92.05,30.24,709.5,20.84
14075.37,14.73,12.76,92.76,30.91,702.5,21.05
13900.13,16.87,12.34,92.63,31.26,691.75,20.71
13784.17,18.99,12.13,93.11,30.99,687.5,20.51
14000.57,14.17,12.48,93.13,30.49,690,21.33
13880.62,15.22,12.39,92.84,30.39,690,21.37
13927.54,14.68,12.6,94.46,30.27,693.25,22.01
14035.67,12.31,12.99,96.66,31.51,691,23.14
13981.76,12.46,13.02,95.86,31.63,694,23.16
13973.39,12.66,13.11,97.31,32.41,690,23.57
13982.91,12.98,13.04,97.01,31.59,687.25,22.85
14018.7,12.64,13.08,97.51,32.49,691.5,22.63
13971.24,12.94,13.11,97.03,32.3,701,22.53
13992.97,13.02,13.1,95.72,32.72,706.75,22.47
13944.05,13.5,13.07,95.83,32.73,710,22.32
13986.52,13.41,13.2,96.62,32.76,720.5,22.72
13979.3,13.72,13.18,96.64,32.52,724,22.18
13880.08,14.67,12.88,96.17,32.35,730.75,21.94
14009.79,12.9,13.02,97.77,32.2,735,22.38
13860.58,14.28,12.95,97.49,31.92,734.25,22.35
13910.42,14.32,12.93,97.94,32.39,725.5,22.32
13954.42,13.31,13.14,97.57,32.83,727.5,23.2
13881.93,13.57,13.78,96.44,32.55,719,23.72
13895.98,12.89,13.68,95.88,32.81,717.5,24.53
13825.33,12.69,13.87,95.95,33.29,714.5,24.22
13779.33,12.46,13.88,95.23,34.08,719.25,24.99
13712.21,12.43,14.17,96.24,34.81,726.25,25.18
13649.7,12.46,14.11,95.56,34.04,723,24.77
13596.02,13.57,14.22,95.49,34.08,722.5,24.7
13511.23,13.42,14.22,94.24,34.14,724.5,24.52
13534.89,13.55,14.3,93.28,34.59,722,24.74
13507.32,13.52,13.99,94.14,34.18,713,24.38
13488.43,13.36,14,93.56,34.25,686.25,24.88
13471.22,13.49,13.83,93.82,34.5,694.5,25.73
13390.51,13.81,13.47,93.1,33.61,686.5,25.46
13328.85,13.62,13.35,93.15,33.51,683.75,25.01
13384.29,13.79,13.43,93.19,34.09,678,25.71
13435.21,13.83,13.57,93.09,34.6,679.5,25.7
13391.36,14.56,13.46,92.92,34.45,685,25.42
13412.55,14.68,13.2,93.12,35.53,687.75,25.89
13104.14,18.02,12.95,91.82,35.01,689.25,23.85
12938.11,22.72,12.87,90.8,34.01,688.75,23.03
13096.31,19.47,12.76,90.87,34.26,689.25,23.64
13114.59,19.48,12.79,90.98,34.1,692.25,24.26
13190.84,17.84,11.86,88.66,33.38,696.75,23.94
13311.72,17.67,11.77,90.13,33.64,687.5,24.62
13251.97,17.36,11.73,89.51,33.81,701.5,24.43
13350.96,15.57,11.67,87.93,33.97,715.25,24.43
13235.39,16.34,11.39,87.2,34.49,721.25,24.02
13135.01,17,11.1,86.73,34.23,710.25,23.85
13170.72,16.56,11.27,85.89,34.37,709.25,22.33
13245.45,15.95,11.47,86.77,35.12,716.25,22.16
13248.44,15.57,11.49,85.79,34.01,720,22.41
13169.88,16.05,11.47,85.56,34.19,721,21.85
13155.13,15.9,11.48,85.93,33.6,731.5,21.77
13074.04,16.58,11.24,86.26,33.43,744.5,22
13034.49,16.46,11.31,87.88,33.4,745.5,22.06
12951.78,17.12,11.31,88.5,34.19,741,21.66
12965.6,16.64,11.41,89.09,33.71,744.25,21.37
13025.58,15.87,11.45,88.91,34.53,742,21.56
13021.82,15.06,11.53,88.07,34.9,751,21.78
12985.11,15.51,11.25,86.49,34.83,754.75,21.74
12878.13,15.92,11.1,87.18,34.54,746.5,21.26
12967.37,15.5,11.11,87.74,35.26,741.75,21.61
12836.89,15.31,10.92,87.38,34.79,738,21.7
12788.51,15.08,10.85,86.75,34.29,734.25,21.08
12795.96,15.24,10.83,89.28,34.3,726.25,21.15
12588.31,16.41,10.5,86.67,33.72,711,20.06
12542.38,17.99,10.57,85.45,33.27,720.25,20.14
12570.95,17.92,10.67,86.32,33.93,720.25,20.37
12756.18,16.65,11,85.38,35.29,710.5,21.31
12815.08,16.68,10.97,85.57,35.88,712.5,21.53
12815.39,18.61,10.93,86.07,36.07,733.5,21.1
12811.32,18.49,10.9,85.09,36.5,740.5,21.15
12932.73,19.08,11.06,84.44,36.26,734,21.56
13245.68,17.58,11.42,88.71,35.56,735.5,22.26
13112.44,18.42,11.25,85.65,35.08,733,21.13
13093.16,17.59,11.17,84.86,35.38,736,20.84
13232.62,16.69,11.25,87.09,36.7,750,21.55
13096.46,18.6,11.16,86.24,40.5,741.75,20.39
13107.21,17.81,10.36,86.28,39.18,737,21.15
13103.68,18.12,10.39,86.05,39.49,740.75,21.41
13077.34,18.33,10.17,85.73,38.47,751.5,21.67
13102.53,18.83,10,86.67,38.91,749.5,21.9
13345.89,16.62,10.17,88.73,39.3,758.75,22.91
13343.51,17.06,10.18,90.05,38.78,758.25,22.15
13548.94,15.03,10.43,92.1,38.92,744.5,22.86
13557,15.07,10.41,92.12,39.94,736.25,22.83
13551.78,15.22,10.3,92.09,39.81,735.25,22.13
13424.23,15.27,10.22,91.85,38.84,732.5,21.46
13328.85,16.14,10.12,91.86,39.02,749.5,21.19
13326.39,15.59,10.14,92.07,39.91,733.75,21.51
13344.97,16.29,9.98,91.25,40.15,732.25,20.78
13473.53,16.37,10.1,92.39,40.49,740.25,21.1
13583.65,15.11,10.05,89.33,41.37,740,20.37
13610.15,14.33,10.16,89.88,42,746.25,19.83
13575.36,14.55,10.11,91.71,42.19,753,19.72
13494.61,15.43,9.94,88.14,41.11,747,18.88
13482.36,15.71,9.79,91.89,41.62,746,18.99
13515.11,16.32,9.93,92.48,41.9,751.5,19.31
13437.13,15.73,9.86,92.19,41.76,705,19.07
13485.97,14.84,10.02,91.85,41.86,711.75,19.31
13413.51,16.81,10.01,89.98,40.95,722.5,19.33
13457.55,15.43,10.09,91.37,40.95,739,19.09
13558.92,14.15,10.32,91.93,41.31,736.5,19.59
13579.47,13.98,10.4,92.89,42.86,744.5,19.94
13596.93,14.07,10.44,91.87,42.46,739,20.13
13577.96,13.88,10.59,91.98,42.74,739.5,20.86
13564.64,14.18,10.42,95.29,42.05,739,20.77
13553.1,14.59,10.39,96.62,42.17,747,21.31
13593.37,14.51,10.53,99,42.38,775.5,22.35
13539.86,14.05,10.34,98.31,41.63,766.25,22.34
13333.35,15.8,10.21,97.01,39.71,761.5,21.56
13323.36,16.41,10.15,97.17,39.46,778.25,21.61
13254.29,16.28,10.11,96.54,39.38,779,20.7
13306.64,14.38,10.14,96.42,40.16,790,20.89
13292,15.6,9.92,95.53,39,787.25,19.21
13047.48,17.74,9.57,95.36,38.09,789,18.57
13035.94,17.98,9.41,95.3,38.25,800,18.78
13090.84,17.47,9.34,96.47,38.52,796,19.45
13000.71,17.83,9.31,94.62,37.09,807,19.32
13107.48,17.06,9.32,95.49,37.08,787.75,19.81
13102.99,16.49,9.34,96.33,37.73,788.25,20.43
13124.67,16.35,9.39,95.47,37.48,794,20.61
13157.97,15.18,9.49,96.15,37.78,800,20.81
13057.46,15.96,9.45,96.27,38.04,805,21.19
13172.76,15.11,9.49,97.26,37.63,822.75,22.77
13203.58,15.02,9.53,96.68,36.9,813.5,22.86
13271.64,14.02,9.63,95.97,36.44,798.75,22.67
13275.2,13.45,9.63,96.01,35.98,793.5,22.59
13250.11,14.29,9.59,95.6,36.07,789.5,22.73
13164.78,14.63,9.49,94.33,34.69,778,22.37
13172.14,14.85,9.44,93.43,34.14,777.75,22.64
13169.43,13.7,9.4,92.73,34.22,776.75,22.86
